"lake","station","date","depth","species.code","species","density.cells.l","biomass.mg.m3","length.um","width.um","cell.volume.um3","group"
"Conestogo","cle",2018-06-19,2,"P4357","Chrysococcus sp.",136496,8.93,5,5,65.4,"Chrysophyte"
"Conestogo","cle",2018-06-19,2,"P4368","Mallomonas crassisquama (Asmund) Fott",1600,1.73,20.6,10,1078.6,"Chrysophyte"
"Conestogo","cle",2018-06-19,2,"P4370","Mallomonas akrokomos Asmund and Kristiansen",7184,1.6,17,5,222.5,"Chrysophyte"
"Conestogo","cle",2018-06-19,2,"P4388","Dinobryon sertularia Ehrenberg",43104,9.75,12,6,226.2,"Chrysophyte"
"Conestogo","cle",2018-06-19,2,"P4388","Dinobryon sertularia Ehrenberg",7600,38.65,0,0,5085,"Chrysophyte"
"Conestogo","cle",2018-06-19,2,"P4398","Ochromonas globosa Skuja",150864,18.83,6.2,6.2,124.8,"Chrysophyte"
"Conestogo","cle",2018-06-19,2,"P4401","Uroglena volvox Ehrenberg",7184,0.81,6,6,113.1,"Chrysophyte"
"Conestogo","cle",2018-06-19,2,"P4414","Stichogloea spp.",7184,0.36,6,4,50.3,"Chrysophyte"
"Conestogo","cle",2018-06-19,2,"P5516","Fragilaria construens (Ehrenberg) Grunow",200,10.86,360,24,54286.7,"Diatom"
"Conestogo","cle",2018-06-19,2,"P5523","Synedra ulna (Nitzsch) Ehrenberg",200,0.46,245,6,2309.1,"Diatom"
"Conestogo","cle",2018-06-19,2,"P5524","Asterionella formosa Hassall",55200,4.91,85,2,89,"Diatom"
"Conestogo","cle",2018-06-19,2,"P5530","Stephanodiscus niagarae Ehrenberg",5200,36.69,16.5,33,7056.2,"Diatom"
"Conestogo","cle",2018-06-19,2,"P5551","Cyclotella michiganiana Skvortzow",57472,1.41,2.5,5,24.5,"Diatom"
"Conestogo","cle",2018-06-19,2,"P6554","Rhodomonas minuta Skuja",941104,130.06,11,6,138.2,"Cryptophyte"
"Conestogo","cle",2018-06-19,2,"P6558","Cryptomonas erosa Ehrenberg",7400,12.66,25,14,1710.4,"Cryptophyte"
"Conestogo","cle",2018-06-19,2,"P6562","Cryptomonas reflexa (Marsson) Skuja",800,0.61,22,10,767.9,"Cryptophyte"
"Conestogo","cle",2018-06-19,2,"P7632","Gymnodinium sp.",200,1.06,21.6,21.6,5276.7,"Dinoflagellate"
"Conestogo","cle",2018-06-19,2,"P7639","Peridinium pusillum (Penard) Lemmermann",200,0.83,19.9,19.9,4126.3,"Dinoflagellate"
"Conestogo","cle",2018-06-19,2,"P7644","Ceratium hirundinella (Muller) Schrank",8200,412.18,60,40,50265.5,"Dinoflagellate"
"Conestogo","cle",2018-06-25,2,"P1041","Aphanizomenon flos-aquae Ralfs and Born.",6000,24.94,300,4.2,4156.3,"Cyanophyte"
"Conestogo","cle",2018-06-25,2,"P1076","Woronichinia compacta (Lemmermann) Komarek and Hindak",200,0.74,0,0,3690,"Cyanophyte"
"Conestogo","cle",2018-06-25,2,"P1133","Anabaena flos-aquae (Lyngb.) Breb. & Bornet",1400,8.74,310,6.2,6239.4,"Cyanophyte"
"Conestogo","cle",2018-06-25,2,"P1204","Heterocycts (Anabaena flos-aquae)",1800,0.24,6.3,6.3,130.9,"Cyanophyte"
"Conestogo","cle",2018-06-25,2,"P1205","Heterocycts (Aphanizomenon flos-aquae)",2000,0.1,5.5,4.2,50.8,"Cyanophyte"
"Conestogo","cle",2018-06-25,2,"P1210","Anabaena Akinetes",400,0.09,11,6.2,221.4,"Cyanophyte"
"Conestogo","cle",2018-06-25,2,"P2101","Carteria spp.",7184,6.83,12.2,12.2,950.8,"Chlorophyte"
"Conestogo","cle",2018-06-25,2,"P2105","Chlamydomonas spp.",14368,0.72,6,4,50.3,"Chlorophyte"
"Conestogo","cle",2018-06-25,2,"P2112","Sphaerocystis schroeteri Chodat",28736,1.04,4.1,4.1,36.1,"Chlorophyte"
"Conestogo","cle",2018-06-25,2,"P2154","Coelastrum microporum Naegeli",200,0.54,0,0,2680,"Chlorophyte"
"Conestogo","cle",2018-06-25,2,"P2174","Closterium sp.",200,0.1,81,4,508.9,"Chlorophyte"
"Conestogo","cle",2018-06-25,2,"P2204","Ankyra judayi (G.M. Smith) Fott",136496,12.52,14.6,4,91.7,"Chlorophyte"
"Conestogo","cle",2018-06-25,2,"P2238","Eudorina sp.",400,1,0,0,2500,"Chlorophyte"
"Conestogo","cle",2018-06-25,2,"P3301","Euglena acus Ehrenberg",200,1.37,91,12,6861.2,"Euglenophyte"
"Conestogo","cle",2018-06-25,2,"P4351","Small chrysophyceae",43104,0.28,2.3,2.3,6.4,"Chrysophyte"
"Conestogo","cle",2018-06-25,2,"P4352","Large chrysophyceae",28736,5.16,7,7,179.6,"Chrysophyte"
"Conestogo","cle",2018-06-25,2,"P4357","Chrysococcus sp.",150864,9.87,5,5,65.4,"Chrysophyte"
"Conestogo","cle",2018-06-25,2,"P4370","Mallomonas akrokomos Asmund and Kristiansen",35920,10.03,17,5.6,279.1,"Chrysophyte"
"Conestogo","cle",2018-06-25,2,"P4388","Dinobryon sertularia Ehrenberg",7184,1.63,12,6,226.2,"Chrysophyte"
"Conestogo","cle",2018-06-25,2,"P4388","Dinobryon sertularia Ehrenberg",2200,11.19,0,0,5085,"Chrysophyte"
"Conestogo","cle",2018-06-25,2,"P4398","Ochromonas globosa Skuja",14368,1.79,6.2,6.2,124.8,"Chrysophyte"
"Conestogo","cle",2018-06-25,2,"P4418","Salpingoeca frequentissima (Zach.) Lemmermann",35920,1.21,5.9,3.3,33.6,"Chrysophyte"
"Conestogo","cle",2018-06-25,2,"P5508","Cyclotella pseudostelligera",7184,3.17,6.55,13.1,441.4,"Diatom"
"Conestogo","cle",2018-06-25,2,"P5523","Synedra ulna (Nitzsch) Ehrenberg",200,0.49,260,6,2450.4,"Diatom"
"Conestogo","cle",2018-06-25,2,"P5524","Asterionella formosa Hassall",10600,0.98,88,2,92.2,"Diatom"
"Conestogo","cle",2018-06-25,2,"P5530","Stephanodiscus niagarae Ehrenberg",200,1.41,16.5,33,7056.2,"Diatom"
"Conestogo","cle",2018-06-25,2,"P5551","Cyclotella michiganiana Skvortzow",28736,0.7,2.5,5,24.5,"Diatom"
"Conestogo","cle",2018-06-25,2,"P6554","Rhodomonas minuta Skuja",1048864,138.35,10.5,6,131.9,"Cryptophyte"
"Conestogo","cle",2018-06-25,2,"P6558","Cryptomonas erosa Ehrenberg",19400,35.7,26.9,14,1840.4,"Cryptophyte"
"Conestogo","cle",2018-06-25,2,"P6562","Cryptomonas reflexa (Marsson) Skuja",2200,1.61,21,10,733,"Cryptophyte"
"Conestogo","cle",2018-06-25,2,"P6565","Cryptomonas rostratiformis Skuja",2000,6.43,36,16,3217,"Cryptophyte"
"Conestogo","cle",2018-06-25,2,"P6568","Katablepharis ovalis Skuja",7184,0.29,7.6,4,40.3,"Cryptophyte"
"Conestogo","cle",2018-06-25,2,"P7632","Gymnodinium sp.",800,7.36,26,26,9202.8,"Dinoflagellate"
"Conestogo","cle",2018-06-25,2,"P7639","Peridinium pusillum (Penard) Lemmermann",2600,10.73,19.9,19.9,4126.3,"Dinoflagellate"
"Conestogo","cle",2018-06-25,2,"P7644","Ceratium hirundinella (Muller) Schrank",5400,271.43,60,40,50265.5,"Dinoflagellate"
"Conestogo","cle",2018-07-03,2,"P1041","Aphanizomenon flos-aquae Ralfs and Born.",76000,326.41,310,4.2,4294.9,"Cyanophyte"
"Conestogo","cle",2018-07-03,2,"P1133","Anabaena flos-aquae (Lyngb.) Breb. & Bornet",2000,4.36,112,6.1,2182.1,"Cyanophyte"
"Conestogo","cle",2018-07-03,2,"P1204","Heterocycts (Anabaena flos-aquae)",1000,0.12,6.1,6.1,118.8,"Cyanophyte"
"Conestogo","cle",2018-07-03,2,"P1205","Heterocycts (Aphanizomenon flos-aquae)",3000,0.17,6,4.2,55.4,"Cyanophyte"
"Conestogo","cle",2018-07-03,2,"P2101","Carteria spp.",119049,136.94,13,13,1150.3,"Chlorophyte"
"Conestogo","cle",2018-07-03,2,"P2105","Chlamydomonas spp.",79366,2.25,6,3,28.3,"Chlorophyte"
"Conestogo","cle",2018-07-03,2,"P2137","Dictyosphaerium simplex Sukja",357147,2,2.2,2.2,5.6,"Chlorophyte"
"Conestogo","cle",2018-07-03,2,"P2141","Monoraphidium contortum (Thur.) Komarkova-Legnerova",39683,0.7,20,1.5,17.7,"Chlorophyte"
"Conestogo","cle",2018-07-03,2,"P2154","Coelastrum microporum Naegeli",1000,2.68,0,0,2680,"Chlorophyte"
"Conestogo","cle",2018-07-03,2,"P2193","Staurodesmus paradoxum Meyen",1000,3.67,29,25,3669.6,"Chlorophyte"
"Conestogo","cle",2018-07-03,2,"P2255","Selenastrum copricornutum Printz",396830,4.21,7,1.7,10.6,"Chlorophyte"
"Conestogo","cle",2018-07-03,2,"P4351","Small chrysophyceae",595245,7.62,2.9,2.9,12.8,"Chrysophyte"
"Conestogo","cle",2018-07-03,2,"P4352","Large chrysophyceae",238098,42.76,7,7,179.6,"Chrysophyte"
"Conestogo","cle",2018-07-03,2,"P4357","Chrysococcus sp.",595245,38.93,5,5,65.4,"Chrysophyte"
"Conestogo","cle",2018-07-03,2,"P4388","Dinobryon sertularia Ehrenberg",158732,35.91,12,6,226.2,"Chrysophyte"
"Conestogo","cle",2018-07-03,2,"P4388","Dinobryon sertularia Ehrenberg",6000,30.51,0,0,5085,"Chrysophyte"
"Conestogo","cle",2018-07-03,2,"P4390","Dinobryon sociale Ehrenberg",79366,17.95,12,6,226.2,"Chrysophyte"
"Conestogo","cle",2018-07-03,2,"P4390","Dinobryon sociale Ehrenberg",2000,6.78,0,0,3390,"Chrysophyte"
"Conestogo","cle",2018-07-03,2,"P4398","Ochromonas globosa Skuja",238098,28.29,6.1,6.1,118.8,"Chrysophyte"
"Conestogo","cle",2018-07-03,2,"P4401","Uroglena volvox Ehrenberg",357147,40.39,6,6,113.1,"Chrysophyte"
"Conestogo","cle",2018-07-03,2,"P4418","Salpingoeca frequentissima (Zach.) Lemmermann",119049,3.57,5.6,3.2,30,"Chrysophyte"
"Conestogo","cle",2018-07-03,2,"P5511","Rhizosolenia eriense H.L. Smith",39683,2.52,9,3,63.6,"Diatom"
"Conestogo","cle",2018-07-03,2,"P5515","Fragilaria crotonensis Kitton",3000,0.9,71.7,4,300.3,"Diatom"
"Conestogo","cle",2018-07-03,2,"P5524","Asterionella formosa Hassall",8000,0.72,86,2,90.1,"Diatom"
"Conestogo","cle",2018-07-03,2,"P5540","Aulacoseira italica v subarctica (O. Muller) Simonsen",1000,15.46,496,6.3,15461.5,"Diatom"
"Conestogo","cle",2018-07-03,2,"P5551","Cyclotella michiganiana Skvortzow",2976225,68.75,2.45,4.9,23.1,"Diatom"
"Conestogo","cle",2018-07-03,2,"P6554","Rhodomonas minuta Skuja",357147,49.36,11,6,138.2,"Cryptophyte"
"Conestogo","cle",2018-07-03,2,"P6558","Cryptomonas erosa Ehrenberg",2000,3.23,23.6,14,1614.6,"Cryptophyte"
"Conestogo","cle",2018-07-03,2,"P7632","Gymnodinium sp.",2000,15.59,24.6,24.6,7794.8,"Dinoflagellate"
"Conestogo","cle",2018-07-03,2,"P7639","Peridinium pusillum (Penard) Lemmermann",13000,53.64,19.9,19.9,4126.3,"Dinoflagellate"
"Conestogo","cle",2018-07-03,2,"P7644","Ceratium hirundinella (Muller) Schrank",22000,1105.84,60,40,50265.5,"Dinoflagellate"
"Conestogo","cle",2018-07-09,2,"P1041","Aphanizomenon flos-aquae Ralfs and Born.",41000,216.39,420,4,5277.9,"Cyanophyte"
"Conestogo","cle",2018-07-09,2,"P1205","Heterocycts (Aphanizomenon flos-aquae)",6000,0.35,6,4.3,58.1,"Cyanophyte"
"Conestogo","cle",2018-07-09,2,"P2101","Carteria spp.",476196,560.53,13.1,13.1,1177.1,"Chlorophyte"
"Conestogo","cle",2018-07-09,2,"P2105","Chlamydomonas spp.",555562,15.72,6,3,28.3,"Chlorophyte"
"Conestogo","cle",2018-07-09,2,"P2113","Pediastrum duplex Meyen",1000,3.13,0,0,3130,"Chlorophyte"
"Conestogo","cle",2018-07-09,2,"P2121","Oocystis lacustris Chodat",79366,2.1,5.6,3,26.4,"Chlorophyte"
"Conestogo","cle",2018-07-09,2,"P2130","Scenedesmus quadricauda (Turp.) Brebisson",158732,13.86,10,5,87.3,"Chlorophyte"
"Conestogo","cle",2018-07-09,2,"P2132","Scenedesmus denticulatus Lagerhiem",238098,9.98,7.5,4,41.9,"Chlorophyte"
"Conestogo","cle",2018-07-09,2,"P2137","Dictyosphaerium simplex Sukja",158732,0.76,2.1,2.1,4.8,"Chlorophyte"
"Conestogo","cle",2018-07-09,2,"P2141","Monoraphidium contortum (Thur.) Komarkova-Legnerova",238098,4.43,21,1.5,18.6,"Chlorophyte"
"Conestogo","cle",2018-07-09,2,"P2174","Closterium sp.",4000,2.16,86,4,540.4,"Chlorophyte"
"Conestogo","cle",2018-07-09,2,"P2215","Tetraedron caudatum (Corda) Hansgrig",79366,0.89,4,4,11.2,"Chlorophyte"
"Conestogo","cle",2018-07-09,2,"P2238","Eudorina sp.",5000,13.4,0,0,2680,"Chlorophyte"
"Conestogo","cle",2018-07-09,2,"P2255","Selenastrum copricornutum Printz",436513,4.63,7,1.7,10.6,"Chlorophyte"
"Conestogo","cle",2018-07-09,2,"P3301","Euglena acus Ehrenberg",6000,38.91,86,12,6484.2,"Euglenophyte"
"Conestogo","cle",2018-07-09,2,"P3305","Trachelomonas volvocina Ehrenberg",1000,2.04,18,18,2035.8,"Euglenophyte"
"Conestogo","cle",2018-07-09,2,"P4351","Small chrysophyceae",357147,3.29,2.6,2.6,9.2,"Chrysophyte"
"Conestogo","cle",2018-07-09,2,"P4352","Large chrysophyceae",79366,14.25,7,7,179.6,"Chrysophyte"
"Conestogo","cle",2018-07-09,2,"P4355","Chrysochromulina parva Lackey",39683,2.6,5,5,65.4,"Chrysophyte"
"Conestogo","cle",2018-07-09,2,"P4357","Chrysococcus sp.",1269856,83.05,5,5,65.4,"Chrysophyte"
"Conestogo","cle",2018-07-09,2,"P4363","Spiniferomonas serrata",39683,4.27,5.9,5.9,107.5,"Chrysophyte"
"Conestogo","cle",2018-07-09,2,"P4378","Dinobryon borgei Lemmermann",39683,1.7,9.1,3,42.9,"Chrysophyte"
"Conestogo","cle",2018-07-09,2,"P4388","Dinobryon sertularia Ehrenberg",39683,8.98,12,6,226.2,"Chrysophyte"
"Conestogo","cle",2018-07-09,2,"P4390","Dinobryon sociale Ehrenberg",39683,8.98,12,6,226.2,"Chrysophyte"
"Conestogo","cle",2018-07-09,2,"P4398","Ochromonas globosa Skuja",198415,23.57,6.1,6.1,118.8,"Chrysophyte"
"Conestogo","cle",2018-07-09,2,"P4415","Bicosoeca lacustris Clark",79366,1.94,3.6,3.6,24.4,"Chrysophyte"
"Conestogo","cle",2018-07-09,2,"P4418","Salpingoeca frequentissima (Zach.) Lemmermann",39683,1.27,5.6,3.3,31.9,"Chrysophyte"
"Conestogo","cle",2018-07-09,2,"P5515","Fragilaria crotonensis Kitton",5000,1.49,71,4,297.4,"Diatom"
"Conestogo","cle",2018-07-09,2,"P5540","Aulacoseira italica v subarctica (O. Muller) Simonsen",1000,9.81,325,6.2,9812,"Diatom"
"Conestogo","cle",2018-07-09,2,"P5551","Cyclotella michiganiana Skvortzow",1468271,35.97,2.5,5,24.5,"Diatom"
"Conestogo","cle",2018-07-09,2,"P6554","Rhodomonas minuta Skuja",1428588,197.43,11,6,138.2,"Cryptophyte"
"Conestogo","cle",2018-07-09,2,"P6558","Cryptomonas erosa Ehrenberg",331000,609.17,26.9,14,1840.4,"Cryptophyte"
"Conestogo","cle",2018-07-09,2,"P6562","Cryptomonas reflexa (Marsson) Skuja",3000,2.3,22,10,767.9,"Cryptophyte"
"Conestogo","cle",2018-07-09,2,"P6565","Cryptomonas rostratiformis Skuja",28000,90.08,36,16,3217,"Cryptophyte"
"Conestogo","cle",2018-07-09,2,"P6568","Katablepharis ovalis Skuja",39683,2.05,8.6,4,51.6,"Cryptophyte"
"Conestogo","cle",2018-07-09,2,"P7632","Gymnodinium sp.",3000,46.8,31,31,15598.5,"Dinoflagellate"
"Conestogo","cle",2018-07-09,2,"P7639","Peridinium pusillum (Penard) Lemmermann",11000,43.37,19.6,19.6,3942.5,"Dinoflagellate"
"Conestogo","cle",2018-07-09,2,"P7644","Ceratium hirundinella (Muller) Schrank",4000,207.76,62,40,51941,"Dinoflagellate"
"Conestogo","eif",2018-05-28,0.5,"P2101","Carteria spp.",39683,1.86,5.6,4,46.9,"Chlorophyte"
"Conestogo","eif",2018-05-28,0.5,"P2113","Pediastrum duplex Meyen",600,2.48,0,0,4125,"Chlorophyte"
"Conestogo","eif",2018-05-28,0.5,"P2121","Oocystis lacustris Chodat",396830,11.59,6.2,3,29.2,"Chlorophyte"
"Conestogo","eif",2018-05-28,0.5,"P2130","Scenedesmus quadricauda (Turp.) Brebisson",634928,65.65,14,4.6,103.4,"Chlorophyte"
"Conestogo","eif",2018-05-28,0.5,"P2137","Dictyosphaerium simplex Sukja",674611,3.78,2.2,2.2,5.6,"Chlorophyte"
"Conestogo","eif",2018-05-28,0.5,"P2138","Monoraphidium komarkovae (Nyg.) Komarkova-Legnerova",39683,3.43,51,1.8,86.5,"Chlorophyte"
"Conestogo","eif",2018-05-28,0.5,"P2141","Monoraphidium contortum (Thur.) Komarkova-Legnerova",238098,4.43,21,1.5,18.6,"Chlorophyte"
"Conestogo","eif",2018-05-28,0.5,"P2143","Monoraphidium minutum (Nag.) Komarkova-Legnerova",39683,2.24,9,4,56.5,"Chlorophyte"
"Conestogo","eif",2018-05-28,0.5,"P2154","Coelastrum microporum Naegeli",400,1.07,0,0,2680,"Chlorophyte"
"Conestogo","eif",2018-05-28,0.5,"P2255","Selenastrum copricornutum Printz",1468271,15.56,7,1.7,10.6,"Chlorophyte"
"Conestogo","eif",2018-05-28,0.5,"P2512","Scenedesmus acuminatus Chodat",634928,55.3,15.6,4,87.1,"Chlorophyte"
"Conestogo","eif",2018-05-28,0.5,"P3301","Euglena acus Ehrenberg",400,2.01,96,10,5026.5,"Euglenophyte"
"Conestogo","eif",2018-05-28,0.5,"P4351","Small chrysophyceae",2301614,29.46,2.9,2.9,12.8,"Chrysophyte"
"Conestogo","eif",2018-05-28,0.5,"P4352","Large chrysophyceae",119049,21.38,7,7,179.6,"Chrysophyte"
"Conestogo","eif",2018-05-28,0.5,"P4355","Chrysochromulina parva Lackey",198415,12.98,5,5,65.4,"Chrysophyte"
"Conestogo","eif",2018-05-28,0.5,"P4357","Chrysococcus sp.",1071441,70.07,5,5,65.4,"Chrysophyte"
"Conestogo","eif",2018-05-28,0.5,"P4362","Kephyrion sp.",39683,0.62,3.1,3.1,15.6,"Chrysophyte"
"Conestogo","eif",2018-05-28,0.5,"P4364","Mallomonas caudata Ivanov",200,1.07,40,16,5361.7,"Chrysophyte"
"Conestogo","eif",2018-05-28,0.5,"P4368","Mallomonas crassisquama (Asmund) Fott",1000,1.05,20,10,1047.2,"Chrysophyte"
"Conestogo","eif",2018-05-28,0.5,"P4388","Dinobryon sertularia Ehrenberg",39683,8.98,12,6,226.2,"Chrysophyte"
"Conestogo","eif",2018-05-28,0.5,"P4388","Dinobryon sertularia Ehrenberg",2400,12.2,0,0,5085,"Chrysophyte"
"Conestogo","eif",2018-05-28,0.5,"P4398","Ochromonas globosa Skuja",198415,18.25,5.6,5.6,92,"Chrysophyte"
"Conestogo","eif",2018-05-28,0.5,"P4418","Salpingoeca frequentissima (Zach.) Lemmermann",39683,1.27,5.6,3.3,31.9,"Chrysophyte"
"Conestogo","eif",2018-05-28,0.5,"P5507","Cyclotella stelligera Cleve and Grunow",1400,2.66,10.65,21.3,1897.4,"Diatom"
"Conestogo","eif",2018-05-28,0.5,"P5515","Fragilaria crotonensis Kitton",31600,9.53,72,4,301.6,"Diatom"
"Conestogo","eif",2018-05-28,0.5,"P5551","Cyclotella michiganiana Skvortzow",119049,2.27,2.3,4.6,19.1,"Diatom"
"Conestogo","eif",2018-05-28,0.5,"P6554","Rhodomonas minuta Skuja",158732,21.94,11,6,138.2,"Cryptophyte"
"Conestogo","eif",2018-05-28,0.5,"P6558","Cryptomonas erosa Ehrenberg",93000,171.16,26.9,14,1840.4,"Cryptophyte"
"Conestogo","eif",2018-05-28,0.5,"P6565","Cryptomonas rostratiformis Skuja",12400,36.57,33,16,2948.9,"Cryptophyte"
"Conestogo","eif",2018-05-28,0.5,"P7632","Gymnodinium sp.",400,3.68,26,26,9202.8,"Dinoflagellate"
"Conestogo","eif",2018-05-28,0.5,"P7639","Peridinium pusillum (Penard) Lemmermann",400,1.63,19.8,19.8,4064.4,"Dinoflagellate"
"Conestogo","eif",2018-06-04,0.5,"P2105","Chlamydomonas spp.",119049,5.99,6,4,50.3,"Chlorophyte"
"Conestogo","eif",2018-06-04,0.5,"P2121","Oocystis lacustris Chodat",39683,1.12,6,3,28.3,"Chlorophyte"
"Conestogo","eif",2018-06-04,0.5,"P2132","Scenedesmus denticulatus Lagerhiem",158732,7.62,8.6,4,48,"Chlorophyte"
"Conestogo","eif",2018-06-04,0.5,"P2137","Dictyosphaerium simplex Sukja",753977,3.62,2.1,2.1,4.8,"Chlorophyte"
"Conestogo","eif",2018-06-04,0.5,"P2141","Monoraphidium contortum (Thur.) Komarkova-Legnerova",515879,9.6,21,1.5,18.6,"Chlorophyte"
"Conestogo","eif",2018-06-04,0.5,"P2235","Ankistrodesmus spiralis Lemmermann",317464,19.78,36,2.1,62.3,"Chlorophyte"
"Conestogo","eif",2018-06-04,0.5,"P2255","Selenastrum copricornutum Printz",158732,1.65,6.9,1.7,10.4,"Chlorophyte"
"Conestogo","eif",2018-06-04,0.5,"P2512","Scenedesmus acuminatus Chodat",238098,34.6,16,5.1,145.3,"Chlorophyte"
"Conestogo","eif",2018-06-04,0.5,"P4351","Small chrysophyceae",793660,7.3,2.6,2.6,9.2,"Chrysophyte"
"Conestogo","eif",2018-06-04,0.5,"P4352","Large chrysophyceae",79366,14.25,7,7,179.6,"Chrysophyte"
"Conestogo","eif",2018-06-04,0.5,"P4355","Chrysochromulina parva Lackey",79366,5.19,5,5,65.4,"Chrysophyte"
"Conestogo","eif",2018-06-04,0.5,"P4357","Chrysococcus sp.",1150807,66.63,4.8,4.8,57.9,"Chrysophyte"
"Conestogo","eif",2018-06-04,0.5,"P4398","Ochromonas globosa Skuja",555562,59.72,5.9,5.9,107.5,"Chrysophyte"
"Conestogo","eif",2018-06-04,0.5,"P5507","Cyclotella stelligera Cleve and Grunow",5000,7.97,10.05,20.1,1594.5,"Diatom"
"Conestogo","eif",2018-06-04,0.5,"P5515","Fragilaria crotonensis Kitton",64000,19.19,71.6,4,299.9,"Diatom"
"Conestogo","eif",2018-06-04,0.5,"P5551","Cyclotella michiganiana Skvortzow",158732,3.03,2.3,4.6,19.1,"Diatom"
"Conestogo","eif",2018-06-04,0.5,"P6554","Rhodomonas minuta Skuja",396830,49.88,10,6,125.7,"Cryptophyte"
"Conestogo","eif",2018-06-04,0.5,"P6558","Cryptomonas erosa Ehrenberg",14000,24.52,25.6,14,1751.5,"Cryptophyte"
"Conestogo","eif",2018-06-04,0.5,"P6565","Cryptomonas rostratiformis Skuja",7000,15.8,33,14,2257.8,"Cryptophyte"
"Conestogo","eif",2018-06-11,0.5,"P2101","Carteria spp.",39683,2.19,6.6,4,55.3,"Chlorophyte"
"Conestogo","eif",2018-06-11,0.5,"P2105","Chlamydomonas spp.",79366,21.28,8,8,268.1,"Chlorophyte"
"Conestogo","eif",2018-06-11,0.5,"P2113","Pediastrum duplex Meyen",1000,5.15,0,0,5150,"Chlorophyte"
"Conestogo","eif",2018-06-11,0.5,"P2130","Scenedesmus quadricauda (Turp.) Brebisson",277781,14.89,9.6,4,53.6,"Chlorophyte"
"Conestogo","eif",2018-06-11,0.5,"P2132","Scenedesmus denticulatus Lagerhiem",158732,6.83,7.7,4,43,"Chlorophyte"
"Conestogo","eif",2018-06-11,0.5,"P2136","Dictyosphaerium pulchellum Wood",1944467,219.92,6,6,113.1,"Chlorophyte"
"Conestogo","eif",2018-06-11,0.5,"P2141","Monoraphidium contortum (Thur.) Komarkova-Legnerova",476196,8.14,19.4,1.5,17.1,"Chlorophyte"
"Conestogo","eif",2018-06-11,0.5,"P2145","Crucigenia quadrata Morr.",158732,0.22,2,2,1.4,"Chlorophyte"
"Conestogo","eif",2018-06-11,0.5,"P2204","Ankyra judayi (G.M. Smith) Fott",158732,12.97,13,4,81.7,"Chlorophyte"
"Conestogo","eif",2018-06-11,0.5,"P2215","Tetraedron caudatum (Corda) Hansgrig",39683,0.19,3,3,4.7,"Chlorophyte"
"Conestogo","eif",2018-06-11,0.5,"P2235","Ankistrodesmus spiralis Lemmermann",79366,4.53,33,2.1,57.1,"Chlorophyte"
"Conestogo","eif",2018-06-11,0.5,"P2238","Eudorina sp.",4000,12.6,0,0,3150,"Chlorophyte"
"Conestogo","eif",2018-06-11,0.5,"P2255","Selenastrum copricornutum Printz",1111124,11.89,7.1,1.7,10.7,"Chlorophyte"
"Conestogo","eif",2018-06-11,0.5,"P2512","Scenedesmus acuminatus Chodat",158732,8.87,10,4,55.9,"Chlorophyte"
"Conestogo","eif",2018-06-11,0.5,"P4351","Small chrysophyceae",515879,7.27,3,3,14.1,"Chrysophyte"
"Conestogo","eif",2018-06-11,0.5,"P4352","Large chrysophyceae",39683,7.13,7,7,179.6,"Chrysophyte"
"Conestogo","eif",2018-06-11,0.5,"P4355","Chrysochromulina parva Lackey",119049,7.79,5,5,65.4,"Chrysophyte"
"Conestogo","eif",2018-06-11,0.5,"P4357","Chrysococcus sp.",793660,40.48,4.6,4.6,51,"Chrysophyte"
"Conestogo","eif",2018-06-11,0.5,"P4368","Mallomonas crassisquama (Asmund) Fott",1000,1.03,19.6,10,1026.3,"Chrysophyte"
"Conestogo","eif",2018-06-11,0.5,"P4398","Ochromonas globosa Skuja",317464,34.13,5.9,5.9,107.5,"Chrysophyte"
"Conestogo","eif",2018-06-11,0.5,"P5507","Cyclotella stelligera Cleve and Grunow",1000,1.82,10.5,21,1818.4,"Diatom"
"Conestogo","eif",2018-06-11,0.5,"P5508","Cyclotella pseudostelligera",39683,13.13,5.95,11.9,330.9,"Diatom"
"Conestogo","eif",2018-06-11,0.5,"P5515","Fragilaria crotonensis Kitton",10000,2.97,71,4,297.4,"Diatom"
"Conestogo","eif",2018-06-11,0.5,"P5524","Asterionella formosa Hassall",20000,1.72,82,2,85.9,"Diatom"
"Conestogo","eif",2018-06-11,0.5,"P5551","Cyclotella michiganiana Skvortzow",476196,11,2.45,4.9,23.1,"Diatom"
"Conestogo","eif",2018-06-11,0.5,"P6554","Rhodomonas minuta Skuja",674611,88.98,10.5,6,131.9,"Cryptophyte"
"Conestogo","eif",2018-06-11,0.5,"P6558","Cryptomonas erosa Ehrenberg",212000,375.66,25.9,14,1772,"Cryptophyte"
"Conestogo","eif",2018-06-11,0.5,"P6562","Cryptomonas reflexa (Marsson) Skuja",10000,7.68,22,10,767.9,"Cryptophyte"
"Conestogo","eif",2018-06-11,0.5,"P6565","Cryptomonas rostratiformis Skuja",34000,103.6,34.1,16,3047.2,"Cryptophyte"
"Conestogo","eif",2018-06-11,0.5,"P7644","Ceratium hirundinella (Muller) Schrank",2000,103.88,62,40,51941,"Dinoflagellate"
"Conestogo","eif",2018-06-19,0.5,"P1008","Aphanocapsa sp.",39683,5.95,0,0,150,"Cyanophyte"
"Conestogo","eif",2018-06-19,0.5,"P2105","Chlamydomonas spp.",515879,34.56,8,4,67,"Chlorophyte"
